index,date,duration,item,month,network,network_type
529,06/01/15 06:58,34.429,data,2015-01,data,data
530,06/01/15 09:04,1.0,sms,2015-01,Three,mobile
531,06/01/15 09:04,1.0,sms,2015-01,Three,mobile
532,06/01/15 13:28,16.0,call,2015-01,Meteor,mobile
534,06/01/15 13:55,1.0,sms,2015-01,Vodafone,mobile
535,06/01/15 19:17,106.0,call,2015-01,Meteor,mobile
536,06/01/15 20:40,29.0,call,2015-01,Vodafone,mobile
537,07/01/15 06:58,34.429,data,2015-01,data,data
538,07/01/15 09:28,1.0,sms,2015-01,Vodafone,mobile
539,07/01/15 21:20,1.0,sms,2015-01,Vodafone,mobile
540,07/01/15 21:20,1.0,sms,2015-01,Vodafone,mobile
541,08/01/15 06:58,34.429,data,2015-01,data,data
542,08/01/15 15:02,4.0,call,2015-01,Meteor,mobile
543,08/01/15 15:10,3.0,call,2015-01,Meteor,mobile
544,08/01/15 15:10,23.0,call,2015-01,Meteor,mobile
546,08/01/15 20:26,1.0,sms,2015-01,Vodafone,mobile
547,08/01/15 20:30,12.0,call,2015-01,Tesco,mobile
549,08/01/15 22:41,1.0,sms,2015-01,Vodafone,mobile
550,08/01/15 22:41,1.0,sms,2015-01,Vodafone,mobile
551,08/01/15 22:52,1.0,sms,2015-01,Vodafone,mobile
552,08/01/15 22:52,1.0,sms,2015-01,Vodafone,mobile
553,08/01/15 23:06,1.0,sms,2015-01,Vodafone,mobile
554,08/01/15 23:06,1.0,sms,2015-01,Vodafone,mobile
555,09/01/15 06:58,34.429,data,2015-01,data,data
556,09/01/15 09:25,1.0,sms,2015-01,Meteor,mobile
557,09/01/15 09:43,33.0,call,2015-01,Three,mobile
558,09/01/15 10:07,4.0,call,2015-01,Vodafone,mobile
559,09/01/15 17:32,57.0,call,2015-01,Vodafone,mobile
560,10/01/15 06:58,34.429,data,2015-01,data,data
561,10/01/15 14:10,2.0,call,2015-01,Three,mobile
562,10/01/15 14:36,6.0,call,2015-01,Vodafone,mobile
566,10/01/15 21:16,1.0,sms,2015-01,Vodafone,mobile
567,10/01/15 21:16,1.0,sms,2015-01,Vodafone,mobile
568,11/01/15 06:58,34.429,data,2015-01,data,data
569,11/01/15 13:29,1.0,sms,2015-01,Vodafone,mobile
571,12/01/15 06:58,34.429,data,2015-01,data,data
572,12/01/15 12:01,18.0,call,2015-01,Meteor,mobile
573,12/01/15 12:01,7.0,call,2015-01,Meteor,mobile
574,12/01/15 18:23,4.0,call,2015-01,Three,mobile
575,12/01/15 18:26,1.0,sms,2015-01,Vodafone,mobile
576,12/01/15 18:26,1.0,sms,2015-01,Vodafone,mobile
577,13/01/15 06:58,34.429,data,2015-02,data,data
579,13/01/15 19:09,1.0,sms,2015-01,Three,mobile
580,13/01/15 19:44,1.0,sms,2015-01,Three,mobile
581,13/01/15 19:44,1.0,sms,2015-01,Three,mobile
582,13/01/15 19:57,1.0,sms,2015-01,Vodafone,mobile
583,13/01/15 19:57,1.0,sms,2015-01,Vodafone,mobile
584,13/01/15 19:58,105.0,call,2015-01,landline,landline
586,14/01/15 06:58,34.429,data,2015-02,data,data
587,14/01/15 17:15,13.0,call,2015-01,landline,landline
589,14/01/15 20:47,36.0,call,2015-01,Three,mobile
590,14/01/15 23:34,1.0,sms,2015-01,Vodafone,mobile
591,14/01/15 23:34,1.0,sms,2015-01,Vodafone,mobile
592,14/01/15 23:35,1.0,sms,2015-01,Three,mobile
593,14/01/15 23:36,1.0,sms,2015-01,Three,mobile
594,15/01/15 06:58,34.429,data,2015-02,data,data
595,15/01/15 10:36,28.0,call,2015-02,Three,mobile
596,15/01/15 12:23,1.0,sms,2015-02,special,special
598,16/01/15 06:58,34.429,data,2015-02,data,data
599,16/01/15 09:45,1.0,call,2015-02,Meteor,mobile
600,16/01/15 09:56,61.0,call,2015-02,Meteor,mobile
601,16/01/15 10:17,14.0,call,2015-02,Three,mobile
602,16/01/15 10:25,20.0,call,2015-02,Three,mobile
604,16/01/15 18:07,1.0,sms,2015-02,Vodafone,mobile
605,16/01/15 18:07,1.0,sms,2015-02,Vodafone,mobile
606,16/01/15 18:07,1.0,sms,2015-02,Vodafone,mobile
607,16/01/15 18:07,1.0,sms,2015-02,Vodafone,mobile
608,16/01/15 18:07,1.0,sms,2015-02,Three,mobile
609,16/01/15 18:07,1.0,sms,2015-02,Three,mobile
610,17/01/15 06:58,34.429,data,2015-02,data,data
611,17/01/15 18:50,78.0,call,2015-02,Three,mobile
612,17/01/15 21:59,82.0,call,2015-02,Tesco,mobile
613,18/01/15 06:58,34.429,data,2015-02,data,data
616,19/01/15 06:58,34.429,data,2015-02,data,data
617,19/01/15 12:44,1.0,sms,2015-02,Vodafone,mobile
618,19/01/15 19:57,103.0,call,2015-02,Tesco,mobile
619,19/01/15 20:08,53.0,call,2015-02,Tesco,mobile
620,19/01/15 20:14,38.0,call,2015-02,Tesco,mobile
621,20/01/15 06:58,34.429,data,2015-02,data,data
622,20/01/15 15:08,1.0,sms,2015-02,Vodafone,mobile
623,20/01/15 19:49,1.0,sms,2015-02,Vodafone,mobile
624,20/01/15 20:23,1.0,sms,2015-02,Vodafone,mobile
625,21/01/15 06:58,34.429,data,2015-02,data,data
626,21/01/15 10:13,48.0,call,2015-02,Three,mobile
627,21/01/15 14:36,93.0,call,2015-02,voicemail,voicemail
628,21/01/15 14:44,1.0,sms,2015-02,Vodafone,mobile
629,21/01/15 15:56,27.0,call,2015-02,voicemail,voicemail
634,22/01/15 06:58,34.429,data,2015-02,data,data
635,22/01/15 18:59,41.0,call,2015-02,voicemail,voicemail
637,23/01/15 06:58,34.429,data,2015-02,data,data
638,23/01/15 12:56,29.0,call,2015-02,landline,landline
640,23/01/15 15:09,129.0,call,2015-02,Three,mobile
641,23/01/15 15:22,1.0,sms,2015-02,Vodafone,mobile
642,23/01/15 15:24,1.0,sms,2015-02,Vodafone,mobile
643,23/01/15 15:37,1.0,sms,2015-02,Vodafone,mobile
645,24/01/15 06:58,34.429,data,2015-02,data,data
646,25/01/15 06:58,34.429,data,2015-02,data,data
647,25/01/15 09:16,4.0,call,2015-02,Vodafone,mobile
649,26/01/15 06:58,34.429,data,2015-02,data,data
650,26/01/15 16:54,104.0,call,2015-02,Three,mobile
652,27/01/15 06:58,34.429,data,2015-02,data,data
653,27/01/15 09:36,37.0,call,2015-02,Three,mobile
654,27/01/15 10:55,36.0,call,2015-02,Meteor,mobile
655,28/01/15 06:58,34.429,data,2015-02,data,data
656,28/01/15 09:44,8.0,call,2015-02,Vodafone,mobile
657,28/01/15 10:02,7.0,call,2015-02,landline,landline
659,29/01/15 06:58,34.429,data,2015-02,data,data
660,29/01/15 11:35,1.0,sms,2015-02,Vodafone,mobile
661,29/01/15 11:50,1.0,sms,2015-02,Vodafone,mobile
663,29/01/15 17:19,1.0,sms,2015-02,Vodafone,mobile
665,29/01/15 18:05,100.0,call,2015-02,Tesco,mobile
666,29/01/15 19:27,74.0,call,2015-02,Tesco,mobile
667,30/01/15 06:58,34.429,data,2015-02,data,data
668,30/01/15 19:43,33.0,call,2015-02,Tesco,mobile
669,30/01/15 19:56,45.0,call,2015-02,Tesco,mobile
670,31/01/15 06:58,34.429,data,2015-02,data,data
671,31/01/15 12:48,31.0,call,2015-02,Tesco,mobile
672,31/01/15 13:14,7.0,call,2015-02,Vodafone,mobile
673,01/02/15 06:58,34.429,data,2015-02,data,data
674,01/02/15 13:33,103.0,call,2015-02,landline,landline
675,02/02/15 06:58,34.429,data,2015-02,data,data
678,02/02/15 17:35,1.0,sms,2015-02,Tesco,mobile
679,02/02/15 17:35,1.0,sms,2015-02,Tesco,mobile
680,02/02/15 17:35,1.0,sms,2015-02,Three,mobile
681,02/02/15 17:35,1.0,sms,2015-02,Three,mobile
682,02/02/15 18:17,7.0,call,2015-02,landline,landline
683,03/02/15 06:58,34.429,data,2015-02,data,data
684,03/02/15 14:45,6.0,call,2015-02,Three,mobile
685,04/02/15 06:58,34.429,data,2015-02,data,data
686,04/02/15 12:36,21.0,call,2015-02,voicemail,voicemail
688,04/02/15 17:04,1.0,sms,2015-02,special,special
689,05/02/15 06:58,34.429,data,2015-02,data,data
690,05/02/15 13:37,62.0,call,2015-02,voicemail,voicemail
691,05/02/15 13:38,91.0,call,2015-02,landline,landline
692,06/02/15 06:58,34.429,data,2015-02,data,data
693,06/02/15 10:36,24.0,call,2015-02,voicemail,voicemail
694,06/02/15 10:37,128.0,call,2015-02,Vodafone,mobile
695,06/02/15 18:39,23.0,call,2015-02,Three,mobile
696,06/02/15 18:41,51.0,call,2015-02,Three,mobile
697,07/02/15 06:58,34.429,data,2015-02,data,data
698,07/02/15 09:48,1.0,sms,2015-02,Vodafone,mobile
699,07/02/15 09:48,1.0,sms,2015-02,Vodafone,mobile
700,07/02/15 10:03,119.0,call,2015-02,Vodafone,mobile
701,07/02/15 11:13,1.0,sms,2015-02,Vodafone,mobile
702,07/02/15 11:37,4.0,call,2015-02,Three,mobile
703,07/02/15 15:04,1.0,sms,2015-02,Vodafone,mobile
704,07/02/15 16:06,1.0,sms,2015-02,Three,mobile
705,07/02/15 16:11,1.0,sms,2015-02,Three,mobile
706,07/02/15 16:11,1.0,sms,2015-02,Three,mobile
707,07/02/15 16:16,1.0,sms,2015-02,Three,mobile
710,07/02/15 17:56,121.0,call,2015-02,Tesco,mobile
711,07/02/15 18:23,2.0,call,2015-02,Three,mobile
712,07/02/15 22:18,1.0,sms,2015-02,Three,mobile
713,07/02/15 22:30,1.0,sms,2015-02,Three,mobile
714,07/02/15 22:30,1.0,sms,2015-02,Three,mobile
715,08/02/15 06:58,34.429,data,2015-02,data,data
716,08/02/15 20:54,80.0,call,2015-02,landline,landline
717,09/02/15 06:58,34.429,data,2015-02,data,data
720,09/02/15 17:54,89.0,call,2015-02,Three,mobile
721,09/02/15 18:32,1.0,sms,2015-02,Vodafone,mobile
722,09/02/15 22:54,1.0,sms,2015-02,Meteor,mobile
723,10/02/15 00:24,1.0,sms,2015-02,Vodafone,mobile
724,10/02/15 00:24,1.0,sms,2015-02,Vodafone,mobile
725,10/02/15 06:58,34.429,data,2015-02,data,data
726,10/02/15 21:40,1.0,sms,2015-02,Vodafone,mobile
727,11/02/15 06:58,34.429,data,2015-02,data,data
728,12/02/15 06:58,34.429,data,2015-02,data,data
729,12/02/15 20:15,69.0,call,2015-03,landline,landline
730,12/02/15 20:51,86.0,call,2015-03,Tesco,mobile
731,13/02/15 06:58,34.429,data,2015-03,data,data
733,13/02/15 21:13,8.0,call,2015-03,Vodafone,mobile
734,14/02/15 06:58,34.429,data,2015-03,data,data
735,14/02/15 15:40,106.0,call,2015-03,Three,mobile
737,15/02/15 06:58,34.429,data,2015-03,data,data
738,15/02/15 18:44,21.0,call,2015-03,landline,landline
739,16/02/15 06:58,34.429,data,2015-03,data,data
740,17/02/15 06:58,34.429,data,2015-03,data,data
741,17/02/15 15:59,24.0,call,2015-03,Meteor,mobile
743,18/02/15 06:58,34.429,data,2015-03,data,data
745,18/02/15 19:56,94.0,call,2015-03,Three,mobile
746,19/02/15 06:58,34.429,data,2015-03,data,data
747,19/02/15 18:46,1.0,sms,2015-03,Vodafone,mobile
748,19/02/15 22:00,1.0,sms,2015-03,Vodafone,mobile
749,19/02/15 22:00,1.0,sms,2015-03,Vodafone,mobile
750,19/02/15 22:00,1.0,sms,2015-03,Vodafone,mobile
751,20/02/15 06:58,34.429,data,2015-03,data,data
752,20/02/15 13:45,68.0,call,2015-03,Vodafone,mobile
753,21/02/15 06:58,34.429,data,2015-03,data,data
754,22/02/15 06:58,34.429,data,2015-03,data,data
755,23/02/15 06:58,34.429,data,2015-03,data,data
757,24/02/15 06:58,34.429,data,2015-03,data,data
758,24/02/15 10:05,107.0,call,2015-03,voicemail,voicemail
759,24/02/15 13:32,1.0,sms,2015-03,Three,mobile
760,24/02/15 13:32,1.0,sms,2015-03,Three,mobile
761,25/02/15 06:58,34.429,data,2015-03,data,data
762,25/02/15 12:56,117.0,call,2015-03,Tesco,mobile
763,25/02/15 12:58,129.0,call,2015-03,Vodafone,mobile
765,25/02/15 13:21,1.0,sms,2015-03,Tesco,mobile
766,25/02/15 13:22,1.0,sms,2015-03,Tesco,mobile
767,25/02/15 13:22,1.0,sms,2015-03,Tesco,mobile
768,25/02/15 13:22,1.0,sms,2015-03,Tesco,mobile
771,25/02/15 15:45,32.0,call,2015-03,Vodafone,mobile
772,26/02/15 06:58,34.429,data,2015-03,data,data
774,26/02/15 22:34,29.0,call,2015-03,voicemail,voicemail
775,27/02/15 06:58,34.429,data,2015-03,data,data
776,27/02/15 13:50,27.0,call,2015-03,Three,mobile
777,27/02/15 14:33,107.0,call,2015-03,Three,mobile
778,27/02/15 14:36,128.0,call,2015-03,Vodafone,mobile
779,28/02/15 06:58,34.429,data,2015-03,data,data
781,28/02/15 14:57,49.0,call,2015-03,Meteor,mobile
782,28/02/15 15:09,5.0,call,2015-03,Three,mobile
785,28/02/15 17:13,11.0,call,2015-03,landline,landline
786,28/02/15 17:14,3.0,call,2015-03,landline,landline
787,28/02/15 17:17,33.0,call,2015-03,landline,landline
789,28/02/15 21:55,1.0,sms,2015-03,Vodafone,mobile
790,28/02/15 22:39,1.0,sms,2015-03,Three,mobile
791,01/03/15 06:58,34.429,data,2015-03,data,data
792,01/03/15 12:19,9.0,call,2015-03,Meteor,mobile
793,02/03/15 06:58,34.429,data,2015-03,data,data
794,02/03/15 09:19,1.0,sms,2015-03,Vodafone,mobile
795,02/03/15 09:19,1.0,sms,2015-03,Vodafone,mobile
796,02/03/15 09:23,1.0,sms,2015-03,Vodafone,mobile
797,02/03/15 09:30,1.0,sms,2015-03,Vodafone,mobile
798,02/03/15 09:30,1.0,sms,2015-03,Vodafone,mobile
800,02/03/15 14:53,2.0,call,2015-03,voicemail,voicemail
801,02/03/15 14:54,93.0,call,2015-03,voicemail,voicemail
803,02/03/15 20:48,34.0,call,2015-03,Tesco,mobile
804,03/03/15 06:58,34.429,data,2015-03,data,data
805,03/03/15 09:57,76.0,call,2015-03,landline,landline
808,03/03/15 10:27,57.0,call,2015-03,Vodafone,mobile
811,04/03/15 06:58,34.429,data,2015-03,data,data
812,04/03/15 07:02,1.0,sms,2015-03,Vodafone,mobile
813,04/03/15 07:16,1.0,sms,2015-03,Vodafone,mobile
814,04/03/15 10:30,1.0,sms,2015-03,Three,mobile
815,04/03/15 10:30,1.0,sms,2015-03,Three,mobile
817,05/03/15 06:58,34.429,data,2015-03,data,data
818,06/03/15 06:58,34.429,data,2015-03,data,data
819,07/03/15 06:58,34.429,data,2015-03,data,data
820,08/03/15 06:58,34.429,data,2015-03,data,data
821,09/03/15 06:58,34.429,data,2015-03,data,data
822,10/03/15 06:58,34.429,data,2015-03,data,data
823,11/03/15 06:58,34.429,data,2015-03,data,data
824,12/03/15 06:58,34.429,data,2015-03,data,data
825,13/03/15 00:38,1.0,sms,2015-03,world,world
826,13/03/15 00:39,1.0,sms,2015-03,Vodafone,mobile
827,13/03/15 06:58,34.429,data,2015-03,data,data
828,14/03/15 00:13,1.0,sms,2015-03,world,world
829,14/03/15 00:16,1.0,sms,2015-03,world,world
